id,px,py,pz
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,54.41098484675544,1650.6825670621713,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,48.19258657846465,1653.2286070109687,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,36.644132651751605,1651.1069070538388,0.0
0,54.41098484675544,1650.6825670621713,0.0
0,33.757019170270596,1655.7746469609724,0.0
0,33.757019170270596,1655.7746469609724,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1629.4655674860455,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,33.312847865730824,1645.2510151710014,0.0
0,20.20979437194508,1648.9852070955023,0.0
0,20.20979437194508,1648.9852070955023,0.0
0,20.20979437194508,1648.9852070955023,0.0
