,Unnamed: 0,id,px,py
3029,3029,25,1851.366169,2077.30742
3030,3030,25,1828.914971,2043.922519
3031,3031,25,1828.914971,2043.922519
3032,3032,25,1813.067113,2015.126373
3033,3033,25,1813.067113,2015.126373
3034,3034,25,1794.198301,1981.423575
3146,3146,26,2321.10251,751.9057636
3147,3147,26,2229.404196,692.3822788
3148,3148,26,2229.404196,692.3822788
3149,3149,26,2200.838761,677.161662
3150,3150,26,2200.838761,677.161662
3151,3151,26,2189.723819,678.973641
3152,3152,26,2189.723819,678.973641
3153,3153,26,2203.284061,662.3034414
3154,3154,26,2203.284061,662.3034414
3155,3155,26,2202.950615,671.4539314
3267,3267,27,1947.973847,2295.621594
3268,3268,27,1849.561872,2341.735506
3269,3269,27,1849.561872,2341.735506
3270,3270,27,1689.979823,2447.86563
3271,3271,27,1689.979823,2447.86563
3272,3272,27,1753.323093,2593.815635
3273,3273,27,1753.323093,2593.815635
3274,3274,27,1613.127895,2534.970016
3275,3275,27,1613.127895,2534.970016
3276,3276,27,1530.273887,2540.939826
3388,3388,28,174.0278517,768.485364
3389,3389,28,174.0278517,768.485364
3390,3390,28,174.0278517,768.485364
3391,3391,28,174.0278517,768.485364
3392,3392,28,174.0278517,768.485364
3393,3393,28,174.0278517,768.485364
3394,3394,28,174.0278517,768.485364
3395,3395,28,174.0278517,768.485364
3396,3396,28,174.0278517,768.485364
3397,3397,28,174.0278517,768.485364
3509,3509,29,2023.666486,1963.937982
3510,3510,29,2015.107995,1932.13777
3511,3511,29,2015.107995,1932.13777
3512,3512,29,2004.659927,1894.358029
3513,3513,29,2004.659927,1894.358029
3514,3514,29,1998.657958,1857.212473
3515,3515,29,1998.657958,1857.212473
3516,3516,29,2001.770084,1857.212473
3517,3517,29,2001.770084,1857.212473
3518,3518,29,1952.419827,1796.873609
3630,3630,30,1438.575559,1807.926669
3631,3631,30,1186.266226,1985.04753
3632,3632,30,1186.266226,1985.04753
3633,3633,30,912.6161901,2213.447353
3634,3634,30,912.6161901,2213.447353
3635,3635,30,832.3662634,2491.31429
3636,3636,30,832.3662634,2491.31429
3637,3637,30,775.1242818,2622.773299
3638,3638,30,775.1242818,2622.773299
3639,3639,30,841.0359258,2835.22774
3751,3751,31,1944.861654,2238.814971
3752,3752,31,1923.918292,2230.679708
3753,3753,31,1923.918292,2230.679708
3754,3754,31,1902.974931,2222.544446
3755,3755,31,1902.974931,2222.544446
3756,3756,31,1882.03157,2214.409183
3757,3757,31,1882.03157,2214.409183
3758,3758,31,1861.088209,2206.273921
3759,3759,31,1861.088209,2206.273921
3760,3760,31,1839.024873,2201.977558
3872,3872,32,52.09686336,979.3090323
3873,3873,32,54.31985436,1033.557645
3874,3874,32,54.31985436,1033.557645
3875,3875,32,234.8821976,1065.468595
3876,3876,32,234.8821976,1065.468595
3877,3877,32,439.0082255,1063.588666
3878,3878,32,439.0082255,1063.588666
3879,3879,32,483.0409775,1066.260144
3880,3880,32,483.0409775,1066.260144
3881,3881,32,481.5344444,1068.770325
3993,0,33,601.3532513854476,1832.06391841312
3994,1,33,601.3532513854476,1832.06391841312
3995,2,33,572.3940280538204,1872.7937321718268
3996,3,33,518.8693945865688,1869.4658965891133
3997,4,33,567.5674908322768,1876.5194611388988
3998,5,33,576.4549766130932,1877.6407970419093
3999,6,33,576.4549766130932,1877.6407970419093
4000,7,33,576.4549766130932,1877.6407970419093
4001,8,33,531.7623514874657,1891.8835716132453
4002,9,33,531.7623514874657,1891.8835716132453
4114,0,34,74.57277395068266,3185.5344391040576
4115,1,34,72.99721467336803,3149.308055020552
4116,2,34,72.99721467336803,3149.308055020552
4117,3,34,22.901086956706305,3143.032191177609
4118,4,34,22.901086956706305,3143.032191177609
4119,5,34,4.249571852841463,3095.8637390101
4120,6,34,4.249571852841463,3095.8637390101
4121,7,34,4.249571852841463,3095.8637390101
4122,8,34,10.75152774287633,3095.710007475176
4123,9,34,22.901086956706305,3143.032191177609
4235,0,35,1973.166084729346,670.7939886671144
4236,1,35,1973.166084729346,670.7939886671144
4237,2,35,1973.166084729346,670.7939886671144
4238,3,35,1973.166084729346,670.7939886671144
4239,4,35,1954.6144290166576,586.5762365519997
4240,5,35,1973.166084729346,670.7939886671144
4241,6,35,1973.166084729346,670.7939886671144
4242,7,35,1973.166084729346,670.7939886671144
4243,8,35,1962.8805674767875,737.2150548431894
4244,9,35,1962.8805674767875,737.2150548431894
4356,0,36,10.75152774287633,3095.710007475176
4357,1,36,4.504768073598429,3084.7498533280127
4358,2,36,1.7419915948910918,3067.830341441264
4359,3,36,1.8085645220793605,3064.656237393475
4360,4,36,2.3078614763855656,3027.579808350489
4361,5,36,15.50039654923562,2993.8854730796934
4362,6,36,15.50039654923562,2993.8854730796934
4363,7,36,15.50039654923562,2993.8854730796934
4364,8,36,19.794350354061518,2992.791266270779
4365,9,36,19.794350354061518,2992.791266270779
4477,0,37,408.3583354366984,549.7710984538295
4478,1,37,284.3218765780368,604.2553630837184
4479,2,37,284.3218765780368,604.2553630837184
4480,3,37,284.3218765780368,604.2553630837184
4481,4,37,284.3107810900407,449.81847157282033
4482,5,37,409.1683060509538,509.4663071748625
4483,6,37,409.5455526380911,490.9552217468231
4484,7,37,409.5455526380911,490.9552217468231
4485,8,37,409.5455526380911,490.9552217468231
4486,9,37,453.9829815437501,438.5237252617128
4598,0,38,1509.7630339872733,760.9710985243852
4599,1,38,1527.6267694520866,757.2634556204721
4600,2,38,1569.567713587003,734.294155677057
4601,3,38,1569.567713587003,734.294155677057
4602,4,38,1569.567713587003,734.294155677057
4603,5,38,1569.567713587003,734.294155677057
4604,6,38,1660.950151655483,755.2378165710747
4605,7,38,1660.950151655483,755.2378165710747
4606,8,38,1660.950151655483,755.2378165710747
4607,9,38,1660.950151655483,755.2378165710747
4719,0,39,1563.2543809913252,1957.4545928298403
4720,1,39,1622.282376440788,1959.181811841611
4721,2,39,1622.282376440788,1959.181811841611
4722,3,39,1626.1768926816956,1896.8301098287752
4723,4,39,1626.1768926816956,1896.8301098287752
4724,5,39,1626.1768926816956,1896.8301098287752
4725,6,39,1626.1768926816956,1896.8301098287752
4726,7,39,1608.8568361223847,1796.0183949586344
4727,8,39,1608.8568361223847,1796.0183949586344
4728,9,39,1608.8568361223847,1796.0183949586344
4840,0,40,1253.0467312211065,1313.8891719306223
4841,1,40,1253.0467312211065,1313.8891719306223
4842,2,40,1229.8793525564352,1348.2436484996554
4843,3,40,1157.9140182540912,1328.0143870920672
4844,4,40,1153.1096720085395,1327.2005142601904
4845,5,40,1156.2496950743844,1271.2784076252206
4846,6,40,1156.2496950743844,1271.2784076252206
4847,7,40,1170.4741105190467,1238.2713427467584
4848,8,40,1156.271886050377,1265.2738347270945
4849,9,40,1156.2496950743844,1271.2784076252206
4961,0,41,337.63569577572764,3148.7293010058875
4962,1,41,413.14049070704607,3178.2276696739004
4963,2,41,373.5739809757036,3202.173617016339
4964,3,41,349.2415760840554,3215.114195055644
4965,4,41,312.149360146675,3226.3456401463377
4966,5,41,298.4242416563188,3218.3787294179438
4967,6,41,283.2567097422361,3226.39989833453
4968,7,41,283.4786194997931,3218.423944575198
4969,8,41,264.9935367142932,3181.4017737216896
4970,9,41,264.9935367142932,3181.4017737216896
5082,0,42,1212.2375268483904,3214.092332499366
5083,1,42,1212.2375268483904,3214.092332499366
5084,2,42,1212.2375268483904,3214.092332499366
5085,3,42,1212.2375268483904,3214.092332499366
5086,4,42,1212.2375268483904,3214.092332499366
5087,5,42,1215.9323243077336,3135.209968953203
5088,6,42,1215.9323243077336,3135.209968953203
5089,7,42,1215.9323243077336,3135.209968953203
5090,8,42,1215.9323243077336,3135.209968953203
5091,9,42,1215.9323243077336,3135.209968953203
5203,0,43,353.1693787889516,2990.6932829687457
5204,1,43,374.2175192715941,3049.5272457376263
5205,2,43,360.23720455969254,3054.8716773388
5206,3,43,390.5944593622733,3103.487014542328
5207,4,43,379.6875947898166,3128.364394126534
5208,5,43,379.6875947898166,3128.364394126534
5209,6,43,337.63569577572764,3148.7293010058875
5210,7,43,379.6875947898166,3128.364394126534
5211,8,43,379.6875947898166,3128.364394126534
5212,9,43,390.5944593622733,3103.487014542328
5324,0,44,1705.8979730026556,170.56965965986615
5325,1,44,1705.8979730026556,170.56965965986615
5326,2,44,1705.8979730026556,170.56965965986615
5327,3,44,1705.8979730026556,170.56965965986615
5328,4,44,1522.2232668610525,227.12477849769252
5329,5,44,1522.2232668610525,227.12477849769252
5330,6,44,1522.2232668610525,227.12477849769252
5331,7,44,1522.2232668610525,227.12477849769252
5332,8,44,1485.119955435676,201.15319210457187
5333,9,44,1485.119955435676,201.15319210457187
5445,0,45,1394.7693977390088,2784.466950207816
5446,1,45,1394.7693977390088,2784.466950207816
5447,2,45,1394.7693977390088,2784.466950207816
5448,3,45,1412.122740762308,2646.2170850353627
5449,4,45,1412.122740762308,2646.2170850353627
5450,5,45,1412.122740762308,2646.2170850353627
5451,6,45,1412.122740762308,2646.2170850353627
5452,7,45,1412.122740762308,2646.2170850353627
5453,8,45,1490.7342722962712,2581.532280903281
5454,9,45,1547.8094618812818,2647.275119717959
5566,0,46,1647.5689932882758,470.8706488432222
5567,1,46,1647.5689932882758,470.8706488432222
5568,2,46,1647.5689932882758,470.8706488432222
5569,3,46,1647.5689932882758,470.8706488432222
5570,4,46,1862.821457897841,290.9143225143247
5571,5,46,1862.821457897841,290.9143225143247
5572,6,46,1743.434008454362,201.5420424579937
5573,7,46,1743.434008454362,201.5420424579937
5574,8,46,1743.434008454362,201.5420424579937
5575,9,46,1743.434008454362,201.5420424579937
5687,0,47,2144.824377511496,2918.846397909209
5688,1,47,2180.1856973411927,2926.8585237948582
5689,2,47,2180.1856973411927,2926.8585237948582
5690,3,47,2229.727050665145,2962.6146702426545
5691,4,47,2209.433403357565,3003.878022857485
5692,5,47,2224.922704418805,3016.854773023109
5693,6,47,2258.542032654399,3033.837586130272
5694,7,47,2258.542032654399,3033.837586130272
5695,8,47,2258.542032654399,3033.837586130272
5696,9,47,2258.542032654399,3033.837586130272
5808,0,48,2388.536768497593,2379.483828683259
5809,1,48,2346.1741958235552,2399.080077886706
5810,2,48,2346.1741958235552,2399.080077886706
5811,3,48,2417.673519634793,2797.814464663701
5812,4,48,2417.673519634793,2797.814464663701
5813,5,48,2417.673519634793,2797.814464663701
5814,6,48,2417.673519634793,2797.814464663701
5815,7,48,2417.673519634793,2797.814464663701
5816,8,48,2417.673519634793,2797.814464663701
5817,9,48,2346.1741958235552,2399.080077886706
5929,0,49,2517.69934275054,105.2880154499607
5930,1,49,2517.69934275054,105.2880154499607
5931,2,49,2506.9589104964484,67.66900451991371
5932,3,49,2517.69934275054,105.2880154499607
5933,4,49,2466.1829925869324,143.48578039595708
5934,5,49,2466.1829925869324,143.48578039595708
5935,6,49,2510.609326004595,123.88953119251032
5936,7,49,2510.609326004595,123.88953119251032
5937,8,49,2510.609326004595,123.88953119251032
5938,9,49,2510.609326004595,123.88953119251032
