,id,px,py
0,0,1907.960133,2180.469352
1,0,1907.960133,2180.469352
2,0,1907.960133,2180.469352
3,0,1907.960133,2180.469352
4,0,1907.960133,2180.469352
5,0,1907.960133,2180.469352
6,0,1907.960133,2180.469352
7,0,1907.960133,2180.469352
8,0,1907.960133,2180.469352
9,0,1907.960133,2180.469352
10,0,1907.960133,2180.469352
11,0,1907.960133,2180.469352
12,0,1907.960133,2180.469352
13,0,1907.960133,2180.469352
14,0,1907.960133,2180.469352
15,0,1907.960133,2180.469352
16,0,1907.960133,2180.469352
17,0,1907.960133,2180.469352
18,0,1907.960133,2180.469352
19,0,1907.960133,2180.469352
20,0,1907.960133,2180.469352
21,0,1907.960133,2180.469352
22,0,1907.960133,2180.469352
23,0,1907.960133,2180.469352
24,0,1907.960133,2180.469352
25,0,1907.960133,2180.469352
26,0,1907.960133,2180.469352
27,0,1907.960133,2180.469352
28,0,1907.960133,2180.469352
29,0,1907.960133,2180.469352
30,0,1907.960133,2180.469352
31,0,1907.960133,2180.469352
32,0,1907.960133,2180.469352
33,0,1907.960133,2180.469352
34,0,1907.960133,2180.469352
35,0,1907.960133,2180.469352
36,0,1907.960133,2180.469352
37,0,1907.960133,2180.469352
38,0,1907.960133,2180.469352
39,0,1907.960133,2180.469352
40,0,1907.960133,2180.469352
41,0,1907.960133,2180.469352
42,0,1907.960133,2180.469352
43,0,1907.960133,2180.469352
44,0,1907.960133,2180.469352
45,0,1907.960133,2180.469352
46,0,1907.960133,2180.469352
47,0,1907.960133,2180.469352
48,0,1907.960133,2180.469352
49,0,1907.960133,2180.469352
50,0,1907.960133,2180.469352
51,0,1907.960133,2180.469352
52,0,1907.960133,2180.469352
53,0,1907.960133,2180.469352
54,0,1907.960133,2180.469352
55,0,1907.960133,2180.469352
56,0,1907.960133,2180.469352
57,0,1928.699322,2191.460793
58,0,1928.699322,2191.460793
59,0,1964.201579,2210.276424
60,0,1964.201579,2210.276424
61,0,1965.757686,2212.631907
62,0,1965.757686,2212.631907
63,0,1963.690359,2214.751998
64,0,1963.690359,2214.751998
65,0,1952.908883,2196.14298
66,0,1952.908883,2196.14298
67,0,1927.094385,2177.977881
68,0,1927.094385,2177.977881
69,0,1883.606826,2189.728576
70,0,1883.606826,2189.728576
71,0,1845.960653,2195.218849
72,0,1845.960653,2195.218849
73,0,1817.172921,2214.851636
74,0,1817.172921,2214.851636
75,0,1784.639446,2236.28731
76,0,1784.639446,2236.28731
77,0,1781.227145,2231.141344
78,0,1781.227145,2231.141344
79,0,1773.969112,2212.387356
80,0,1773.969112,2212.387356
81,0,1765.888535,2220.088262
82,0,1765.888535,2220.088262
83,0,1801.667564,2186.367362
84,0,1801.667564,2186.367362
85,0,1648.948158,2331.787864
86,0,1648.948158,2331.787864
87,0,1643.64634,2464.950001
88,0,1643.64634,2464.950001
89,0,1467.285474,2499.767176
90,0,1467.285474,2499.767176
91,0,1386.090769,1990.356632
92,0,1386.090769,1990.356632
93,0,1173.461801,1991.289809
94,0,1173.461801,1991.289809
95,0,908.7481902,2305.895698
96,0,908.7481902,2305.895698
97,0,757.2625525,2535.136975
98,0,757.2625525,2535.136975
99,0,836.4565613,2788.732373
100,0,836.4565613,2788.732373
101,0,705.3001696,2890.012898
102,0,705.3001696,2890.012898
103,0,633.4753698,2771.962516
104,0,633.4753698,2771.962516
105,0,759.7523049,2720.746956
106,0,759.7523049,2720.746956
107,0,762.0308693,2771.908159
108,0,762.0308693,2771.908159
109,0,755.7842647,2785.905689
110,0,755.7842647,2785.905689
111,0,752.9833031,2789.629316
112,0,752.9833031,2789.629316
113,0,775.7467118,2775.024769
114,0,775.7467118,2775.024769
115,0,763.1757066,2774.598953
116,0,763.1757066,2774.598953
117,0,755.328552,2777.923929
118,0,755.328552,2777.923929
119,0,756.6956937,2761.090657
120,0,756.6956937,2761.090657
121,1,248.4980062,698.2712109
122,1,259.7241077,688.3959272
123,1,259.7241077,688.3959272
124,1,274.729289,699.6560805
125,1,274.729289,699.6560805
126,1,281.5371927,970.1811918
127,1,281.5371927,970.1811918
128,1,434.623999,1069.152952
129,1,434.623999,1069.152952
130,1,484.4961565,1070.270337
131,1,484.4961565,1070.270337
132,1,828.587177,1065.513896
133,1,828.587177,1065.513896
134,1,1133.181238,1063.765337
135,1,1133.181238,1063.765337
136,1,1155.366672,1343.426053
137,1,1155.366672,1343.426053
138,1,1337.281326,1417.475563
139,1,1337.281326,1417.475563
140,1,1551.873933,1606.75682
141,1,1551.873933,1606.75682
142,1,1745.820493,1917.619293
143,1,1745.820493,1917.619293
144,1,1887.031971,2148.177331
145,1,1887.031971,2148.177331
146,1,1849.322262,2197.612693
147,1,1849.322262,2197.612693
148,1,1793.564696,2170.50348
149,1,1793.564696,2170.50348
150,1,1771.156985,2143.867397
151,1,1771.156985,2143.867397
152,1,1782.85146,2196.48662
153,1,1782.85146,2196.48662
154,1,1787.992478,2211.559883
155,1,1787.992478,2211.559883
156,1,1772.956406,2237.853649
157,1,1772.956406,2237.853649
158,1,1779.298123,2258.182911
159,1,1779.298123,2258.182911
160,1,1807.248267,2236.14649
161,1,1807.248267,2236.14649
162,1,1838.402437,2213.996995
163,1,1838.402437,2213.996995
164,1,1871.363794,2195.440826
165,1,1871.363794,2195.440826
166,1,1907.855097,2186.16756
